YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2022,WA,Illinois,Health Report,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,41.32,8.64,†,Suppressed,1.8,53.2,4724,7031,36-50,High School,Female,Low,Hispanic,"(30.3275, -84.9181)",7,7,5,6,130,Income,Group C,3,2
2024,2022,NY,Illinois,Census,Prevention,Diabetes,Awareness level,Rate per 100k,Crude,82.14,22.51,*,Suppressed,26.41,63.09,1457,4579,26-35,Graduate,Female,High,Black,"(40.4903, -89.7350)",6,9,7,2,39,Sex,Group C,2,3
2021,2018,FL,Washington,Census,Health Status,Smoking,Incidence rate,Rate per 100k,Age-adjusted,29.38,3.93,*,Suppressed,11.86,85.99,4808,3381,18-25,Some College,Male,Low,Hispanic,"(41.3852, -77.6511)",3,6,2,3,11,Race,Group A,2,1
2019,2024,WA,Georgia,Survey,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,60.54,86.15,†,,14.95,70.87,362,6653,50+,High School,Male,Medium,Hispanic,"(26.0171, -81.0963)",2,8,9,3,133,Income,Group A,3,4
2014,2022,CA,Texas,Survey,Health Status,Diabetes,Awareness level,%,Crude,81.07,83.64,*,Suppressed,46.57,84.02,738,9666,36-50,High School,Female,High,Hispanic,"(27.9531, -86.9740)",6,6,2,5,13,Sex,Group B,1,4
2019,2023,TX,Georgia,Survey,Prevention,Obesity,Awareness level,%,Age-adjusted,23.28,17.35,,Estimate,45.71,51.23,1656,8250,26-35,High School,Male,Medium,White,"(35.6160, -95.3186)",1,7,4,3,99,Income,Group B,3,2
2012,2018,GA,California,Survey,Prevention,Obesity,Awareness level,Rate per 100k,Age-adjusted,57.91,31.68,*,Estimate,18.47,93,721,3784,36-50,High School,Male,High,Black,"(36.6776, -92.0102)",8,3,1,9,193,Age,Group B,4,2
2013,2013,WA,Georgia,Survey,Prevention,Alcohol Use,Incidence rate,Rate per 100k,Crude,36.86,35.76,*,,48.94,62.53,3472,8654,26-35,High School,Male,Medium,Other,"(29.0214, -119.3309)",6,7,8,8,39,Income,Group A,3,1
2011,2021,WA,New York,Census,Prevention,Smoking,Incidence rate,%,Age-adjusted,48.03,51.59,,Suppressed,41.67,80.13,247,9551,18-25,Some College,Male,Medium,Other,"(30.0228, -88.5276)",7,8,7,6,146,Age,Group B,1,1
2018,2017,TX,California,Census,Health Status,Alcohol Use,Incidence rate,Rate per 100k,Crude,36.06,84.56,,Suppressed,29,61.69,1146,4863,50+,Graduate,Female,High,Black,"(31.5930, -100.9456)",5,3,3,8,156,Sex,Group B,4,1
2013,2021,NY,North Carolina,Survey,Prevention,Diabetes,Percentage affected,%,Crude,76.61,67.3,,Suppressed,32.48,53.68,3757,9221,50+,Graduate,Male,Medium,White,"(32.2991, -122.1314)",2,8,5,4,86,Age,Group A,3,2
2016,2024,CA,Washington,Health Report,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,48.78,93.47,*,Estimate,42.15,75.36,3283,3545,36-50,Graduate,Male,High,Asian,"(39.4954, -69.2225)",8,7,3,1,76,Age,Group A,3,2
2012,2018,FL,California,Census,Prevention,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,64.3,56.56,*,Suppressed,10.1,56.82,2339,9074,18-25,Some College,Male,High,Asian,"(47.2388, -115.1670)",5,8,2,6,57,Sex,Group A,1,1
2015,2021,NC,New York,Census,Health Status,Diabetes,Incidence rate,%,Age-adjusted,61.88,78.84,,,43.03,80.53,636,6591,18-25,Some College,Male,Medium,Hispanic,"(26.3730, -96.8930)",4,7,5,4,143,Race,Group A,3,4
2015,2017,CA,Washington,Survey,Risk Factors,Diabetes,Awareness level,Rate per 100k,Crude,70.18,89.09,†,Estimate,2.31,95.11,1672,8206,18-25,Graduate,Female,Low,White,"(43.0226, -74.0943)",7,7,8,3,44,Age,Group B,3,1
2018,2012,IL,Texas,Health Report,Prevention,Smoking,Percentage affected,%,Crude,67.63,33.02,†,,8.3,97.94,2290,5475,50+,Graduate,Male,Medium,White,"(37.7581, -85.4185)",1,9,3,9,22,Race,Group A,3,1
2019,2012,GA,Florida,Health Report,Prevention,Alcohol Use,Incidence rate,Rate per 100k,Age-adjusted,55.83,53.26,,,46.68,61.79,3443,6885,26-35,Graduate,Female,Medium,Other,"(47.3838, -99.4579)",4,3,7,8,153,Sex,Group A,1,4
2011,2022,FL,Texas,Health Report,Health Status,Diabetes,Percentage affected,Rate per 100k,Crude,26.79,19.84,*,Suppressed,1.28,77.74,3909,6632,18-25,High School,Male,Low,Asian,"(46.3135, -118.8929)",9,9,1,8,189,Age,Group B,2,1
2011,2021,NC,Georgia,Survey,Health Status,Diabetes,Percentage affected,%,Crude,65.65,67.45,*,,19.92,70.42,2804,4453,36-50,Graduate,Male,Low,Asian,"(35.0680, -113.8036)",1,3,7,9,49,Sex,Group B,3,2
2014,2018,FL,Illinois,Census,Prevention,Alcohol Use,Percentage affected,%,Age-adjusted,35.3,58.63,,Estimate,39.02,97.66,2961,943,36-50,High School,Male,High,Asian,"(25.5821, -70.1699)",6,3,6,7,87,Sex,Group A,3,2
2018,2017,FL,Washington,Survey,Risk Factors,Diabetes,Awareness level,Rate per 100k,Crude,1.01,95.67,,Suppressed,11.3,66.46,702,9651,36-50,High School,Female,Low,Asian,"(43.9808, -104.6600)",8,8,8,2,39,Race,Group B,3,4
2012,2022,TX,Georgia,Survey,Health Status,Diabetes,Incidence rate,Rate per 100k,Crude,59.88,20.53,*,Suppressed,30.28,80.1,2558,323,50+,Some College,Female,High,Hispanic,"(36.4028, -89.4887)",9,7,2,7,13,Race,Group B,4,3
2017,2018,FL,Illinois,Census,Health Status,Smoking,Percentage affected,Rate per 100k,Crude,79.95,81.25,†,,36.47,90.12,122,6136,50+,Graduate,Female,High,Black,"(25.7072, -119.8393)",2,3,6,3,159,Race,Group C,3,2
2017,2024,IL,Illinois,Census,Prevention,Smoking,Incidence rate,%,Age-adjusted,71.1,73.37,†,,13.41,92.18,2322,6850,18-25,High School,Male,Medium,White,"(38.7346, -108.2164)",7,3,4,4,39,Income,Group C,3,1
2024,2012,IL,Georgia,Survey,Risk Factors,Smoking,Percentage affected,Rate per 100k,Crude,61.79,12.43,†,Suppressed,30.95,74.89,507,6945,36-50,High School,Female,High,Asian,"(26.3388, -81.0691)",8,6,8,6,35,Race,Group B,3,1
2017,2015,IL,New York,Census,Health Status,Diabetes,Incidence rate,%,Crude,30.15,12.49,,Suppressed,25.58,93.25,3900,8495,18-25,Graduate,Male,Low,Asian,"(44.2915, -79.9650)",9,6,8,3,84,Income,Group B,3,3
2017,2017,WA,Washington,Survey,Risk Factors,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,94.3,58.23,*,,3.98,95.63,2779,482,36-50,Graduate,Male,Medium,Other,"(44.5680, -94.0191)",7,6,1,4,140,Age,Group B,3,4
2010,2011,NY,Georgia,Survey,Prevention,Obesity,Awareness level,%,Age-adjusted,43.78,20.8,*,,38.4,68.97,3926,9555,26-35,Some College,Male,Medium,Other,"(41.2323, -83.5111)",1,2,1,1,22,Sex,Group B,2,3
2016,2022,GA,California,Survey,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,36.47,44.72,†,Estimate,30.94,95.49,1967,8358,50+,Graduate,Female,High,Other,"(31.7984, -76.9516)",5,7,9,6,158,Sex,Group A,2,3
2011,2021,FL,Texas,Health Report,Risk Factors,Diabetes,Incidence rate,Rate per 100k,Crude,87.73,59.61,†,Estimate,16.78,65.44,60,1443,18-25,Graduate,Female,Medium,Other,"(44.2914, -109.7508)",7,8,9,2,4,Race,Group A,2,3
2015,2011,NC,Georgia,Census,Prevention,Obesity,Percentage affected,%,Age-adjusted,57.19,75.15,*,,1.53,67.92,3327,4333,18-25,Some College,Male,Low,Other,"(48.7618, -67.0752)",7,8,9,4,21,Income,Group C,1,4
2018,2019,NY,Florida,Census,Risk Factors,Alcohol Use,Awareness level,Rate per 100k,Age-adjusted,72.55,9.41,,Suppressed,33.02,98.11,3752,9938,50+,Graduate,Female,High,Black,"(43.7718, -68.6705)",2,7,8,7,19,Age,Group B,3,4
2010,2018,GA,Washington,Health Report,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Crude,46.53,47.29,†,Estimate,42.77,96.01,2102,4700,50+,Graduate,Female,High,Asian,"(38.4920, -94.8409)",6,3,7,9,47,Sex,Group C,2,2
2015,2017,NC,Illinois,Survey,Prevention,Obesity,Incidence rate,%,Age-adjusted,33.98,12.87,,Suppressed,14.48,81.62,1534,3384,18-25,Graduate,Male,High,Asian,"(27.2292, -106.5678)",5,6,3,1,118,Income,Group A,4,4
2022,2017,NC,Washington,Survey,Health Status,Obesity,Percentage affected,Rate per 100k,Crude,59.92,88.52,*,Suppressed,12.04,88.03,1819,7819,18-25,High School,Female,Low,Hispanic,"(38.9244, -92.0125)",3,7,2,5,18,Age,Group A,4,3
2024,2020,FL,North Carolina,Health Report,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,88.46,4.26,,Estimate,32.37,58.65,1618,8844,18-25,Some College,Male,Low,White,"(33.2638, -97.4004)",2,8,1,1,145,Sex,Group A,3,2
2021,2022,FL,Washington,Census,Health Status,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,93.09,22.96,†,,23.75,87.19,1188,4559,26-35,Graduate,Female,Medium,White,"(33.5284, -68.3513)",9,2,9,6,78,Age,Group C,3,4
2011,2017,TX,Georgia,Survey,Prevention,Diabetes,Percentage affected,Rate per 100k,Crude,16.76,48.03,,,5.16,86.96,1065,9103,26-35,High School,Male,High,White,"(48.3589, -68.6659)",3,1,4,5,179,Sex,Group C,3,2
2018,2020,TX,Washington,Survey,Health Status,Diabetes,Percentage affected,%,Crude,52.5,82.35,†,Suppressed,34.1,77.47,3445,4814,18-25,High School,Female,Medium,Other,"(29.4097, -99.7971)",3,7,8,9,89,Income,Group C,4,4
2015,2012,TX,Florida,Census,Health Status,Obesity,Incidence rate,%,Age-adjusted,86.02,68.13,*,Suppressed,12.07,59.07,832,8702,18-25,Graduate,Female,High,White,"(26.3958, -96.9652)",5,7,2,2,171,Income,Group B,4,1
2012,2018,TX,New York,Census,Risk Factors,Diabetes,Incidence rate,%,Crude,88.23,17.81,,,47.37,87.83,92,9111,50+,High School,Female,High,Asian,"(25.2787, -101.8386)",3,7,8,6,79,Sex,Group C,2,4
2015,2019,NC,New York,Health Report,Prevention,Smoking,Incidence rate,Rate per 100k,Crude,82.98,72.74,†,Estimate,18.42,86.89,4053,103,50+,High School,Female,High,Asian,"(44.7091, -99.7385)",3,5,6,5,182,Age,Group B,4,4
2010,2024,NY,Washington,Health Report,Prevention,Smoking,Percentage affected,%,Crude,29.33,8.21,,Suppressed,15.4,71.37,246,6002,50+,Graduate,Female,Medium,Asian,"(43.4631, -114.6475)",3,3,6,9,194,Age,Group B,3,2
2023,2017,WA,North Carolina,Health Report,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,34.45,32.2,*,Estimate,14.46,65.11,898,454,50+,High School,Female,High,Black,"(40.4544, -96.5912)",8,4,2,5,43,Income,Group C,2,1
2017,2021,GA,North Carolina,Census,Prevention,Obesity,Percentage affected,Rate per 100k,Crude,60.79,61.91,*,Estimate,44.36,66.09,4003,988,36-50,High School,Female,High,White,"(25.1767, -115.9972)",8,7,7,3,175,Sex,Group B,4,3
2022,2016,WA,Illinois,Health Report,Health Status,Smoking,Awareness level,%,Crude,14.44,77.97,†,Estimate,32.54,73.9,593,9186,36-50,High School,Female,High,Asian,"(37.5929, -93.9253)",1,9,9,9,64,Race,Group A,4,2
2016,2023,NC,New York,Census,Health Status,Smoking,Incidence rate,Rate per 100k,Crude,34.97,53.78,,Suppressed,17.4,83.47,2301,1946,26-35,Graduate,Female,Low,White,"(37.7716, -109.2196)",7,8,8,1,47,Age,Group A,3,2
2017,2012,TX,North Carolina,Health Report,Risk Factors,Smoking,Incidence rate,Rate per 100k,Crude,54.19,83.97,*,,16.2,63.42,3291,9614,50+,High School,Male,High,Black,"(28.3025, -99.7067)",1,6,1,9,125,Income,Group B,4,2
2012,2012,NC,Washington,Census,Health Status,Diabetes,Awareness level,%,Age-adjusted,59.9,1.47,,Suppressed,46.4,57.45,4077,3335,50+,Graduate,Female,Medium,Asian,"(28.0173, -84.5486)",2,1,2,1,73,Sex,Group A,2,2
2023,2018,TX,Georgia,Census,Health Status,Alcohol Use,Incidence rate,Rate per 100k,Crude,63.18,34.66,*,,48.16,57.33,2100,4212,36-50,Some College,Female,High,Black,"(27.3999, -119.2400)",1,4,2,8,177,Age,Group A,4,2
2012,2021,TX,Florida,Survey,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Crude,18.46,8.87,†,Suppressed,15.91,86.81,787,6073,36-50,High School,Female,Low,Black,"(40.3902, -90.1732)",7,4,3,9,38,Sex,Group A,3,1
2016,2017,GA,New York,Census,Prevention,Smoking,Percentage affected,Rate per 100k,Age-adjusted,40.78,69.2,†,Estimate,16.98,91.08,2922,8620,26-35,High School,Female,High,Asian,"(41.4386, -97.3372)",8,6,6,6,8,Sex,Group A,1,3
2014,2015,CA,Florida,Survey,Prevention,Alcohol Use,Awareness level,Rate per 100k,Crude,57.85,41.71,†,,18.2,63.59,2244,5867,18-25,Some College,Female,Low,White,"(32.6653, -94.2360)",3,9,3,7,198,Race,Group A,2,3
2010,2014,NY,Washington,Survey,Risk Factors,Obesity,Awareness level,Rate per 100k,Crude,68.27,42.7,,Estimate,31.35,91.07,2749,9425,50+,Some College,Male,Medium,White,"(48.2137, -80.3877)",7,1,8,3,87,Race,Group B,3,4
2021,2013,WA,Washington,Census,Prevention,Obesity,Incidence rate,%,Crude,11.76,97.17,†,Suppressed,15.84,87.11,748,2113,26-35,High School,Male,Medium,Hispanic,"(34.6220, -81.7025)",2,4,9,2,39,Income,Group A,2,3
2023,2018,FL,California,Health Report,Risk Factors,Alcohol Use,Percentage affected,%,Age-adjusted,31.01,9.47,,Estimate,23.83,76.03,4579,6755,50+,High School,Male,Medium,Other,"(30.6836, -88.8478)",9,6,4,7,128,Age,Group B,4,3
2022,2018,CA,Illinois,Survey,Prevention,Smoking,Percentage affected,%,Age-adjusted,3.71,36.67,,Suppressed,24.12,62.3,2381,6247,26-35,Some College,Male,Medium,Black,"(48.1514, -112.6706)",8,6,6,1,145,Age,Group C,3,1
2010,2014,GA,New York,Health Report,Risk Factors,Smoking,Awareness level,%,Crude,35.5,38.71,†,Estimate,41.37,74.52,4661,696,26-35,Some College,Male,Low,Asian,"(35.5688, -119.6367)",8,4,8,6,72,Income,Group B,4,3
2020,2015,FL,California,Health Report,Health Status,Smoking,Awareness level,Rate per 100k,Age-adjusted,24.88,55.94,,,10.97,52.94,474,7926,50+,High School,Female,Medium,Black,"(40.6346, -123.1188)",6,2,3,3,45,Sex,Group C,4,1
2022,2014,CA,New York,Census,Health Status,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,89.95,43.69,*,Suppressed,22.76,67.54,933,8398,50+,Graduate,Female,High,Black,"(40.2472, -70.2485)",8,4,3,5,99,Income,Group A,2,1
2021,2011,WA,North Carolina,Census,Prevention,Smoking,Percentage affected,Rate per 100k,Crude,96.82,5.23,†,Estimate,41.03,57.51,615,160,18-25,High School,Male,Low,White,"(31.3166, -101.8462)",3,5,3,3,37,Race,Group C,1,1
2011,2017,FL,Washington,Survey,Prevention,Alcohol Use,Incidence rate,%,Age-adjusted,38,7.8,,Estimate,16.58,59.28,2459,2625,36-50,Some College,Male,Low,Black,"(47.4637, -87.1420)",7,1,6,7,138,Age,Group B,1,1
2016,2012,WA,Texas,Health Report,Health Status,Diabetes,Percentage affected,%,Crude,35.16,85.98,†,Suppressed,44.88,69.47,4985,1160,26-35,High School,Male,Low,Other,"(40.3680, -85.5300)",8,1,2,4,177,Age,Group B,3,2
2011,2013,WA,Florida,Survey,Prevention,Smoking,Percentage affected,%,Crude,30.65,52,*,,6.44,85.67,748,2022,18-25,Graduate,Male,High,Other,"(25.2996, -89.8349)",7,1,5,9,74,Age,Group B,3,3
2023,2016,FL,California,Survey,Prevention,Smoking,Incidence rate,Rate per 100k,Age-adjusted,99.44,13.66,*,Suppressed,19.33,86.14,4068,7582,36-50,High School,Female,Medium,Asian,"(36.8743, -88.9747)",2,8,3,6,189,Age,Group C,2,3
2024,2022,NY,Washington,Survey,Risk Factors,Smoking,Incidence rate,%,Age-adjusted,64.67,23.34,†,Estimate,37.27,97.77,673,9998,50+,Some College,Female,Medium,White,"(48.0864, -116.1275)",7,3,4,4,108,Race,Group C,1,2
2012,2023,GA,Florida,Census,Health Status,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,50.84,90.82,,Suppressed,17.55,92.68,2776,5277,26-35,Graduate,Female,High,Black,"(38.2204, -81.1719)",8,6,7,6,90,Age,Group B,4,1
2021,2018,CA,New York,Survey,Health Status,Diabetes,Percentage affected,%,Age-adjusted,83.65,51.88,†,,31.26,87.05,4271,2770,18-25,Some College,Female,Low,Asian,"(32.2712, -118.0368)",7,5,5,3,27,Race,Group C,1,1
2021,2018,TX,North Carolina,Survey,Risk Factors,Diabetes,Awareness level,%,Crude,39.59,50.92,,Estimate,14.63,82.47,1210,1742,36-50,Graduate,Female,Medium,Black,"(43.9854, -104.6090)",2,9,7,9,62,Income,Group A,4,3
2020,2011,WA,North Carolina,Census,Risk Factors,Obesity,Percentage affected,%,Crude,96.53,69.6,*,Estimate,41.81,88.86,1713,8325,50+,Some College,Female,High,Other,"(35.3122, -75.8127)",4,2,8,9,155,Sex,Group A,1,2
2021,2017,IL,Texas,Census,Risk Factors,Obesity,Awareness level,%,Crude,19.6,95.57,*,,10.64,65.4,1787,2999,36-50,Some College,Male,Low,Asian,"(28.8274, -84.8703)",8,7,2,5,148,Sex,Group B,2,4
2012,2010,IL,Texas,Survey,Health Status,Diabetes,Percentage affected,Rate per 100k,Crude,69.69,84.62,,,32.16,52.58,1392,5892,18-25,Graduate,Female,Low,Hispanic,"(38.0652, -89.8478)",3,9,1,2,165,Race,Group C,1,3
2021,2018,FL,North Carolina,Census,Prevention,Diabetes,Percentage affected,Rate per 100k,Crude,15.72,73.26,†,Suppressed,24.26,69.55,3231,9545,50+,Some College,Female,Medium,Asian,"(29.8683, -110.7292)",7,9,9,5,87,Race,Group A,1,1
2010,2014,NC,Georgia,Survey,Health Status,Obesity,Awareness level,%,Crude,63.19,39.48,*,,23.1,84.08,4985,486,36-50,High School,Female,Low,Black,"(25.1248, -77.7616)",4,5,1,5,60,Race,Group B,1,3
2018,2021,CA,New York,Health Report,Prevention,Smoking,Incidence rate,%,Crude,56.02,96.85,†,Estimate,48.08,99.5,2090,9240,26-35,Some College,Female,Low,Other,"(44.3016, -68.3078)",3,6,2,2,159,Income,Group B,4,1
2010,2021,NY,California,Survey,Health Status,Diabetes,Awareness level,%,Crude,26.47,20.31,*,Suppressed,37.87,90.96,685,8609,26-35,High School,Female,Low,Hispanic,"(33.1998, -67.1522)",8,4,2,3,23,Age,Group C,3,4
2015,2016,NY,Washington,Census,Health Status,Diabetes,Incidence rate,%,Age-adjusted,68.88,30.46,*,Suppressed,37.51,89.88,2711,4049,18-25,Graduate,Male,Low,Black,"(42.6459, -85.3053)",4,8,7,5,22,Race,Group A,3,3
2019,2019,GA,Florida,Survey,Prevention,Obesity,Awareness level,Rate per 100k,Crude,91.95,77.37,,,31.12,87.33,4627,7902,36-50,Some College,Female,Medium,Asian,"(48.6666, -76.8137)",7,9,7,8,188,Age,Group A,1,3
2015,2021,NC,Georgia,Census,Health Status,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,81.13,41.04,†,,7.38,78.49,3352,5972,26-35,Graduate,Female,Low,Other,"(41.4853, -102.0644)",8,8,6,8,54,Sex,Group B,1,1
2021,2016,FL,North Carolina,Census,Health Status,Obesity,Incidence rate,Rate per 100k,Age-adjusted,30.34,49.28,†,Suppressed,30.09,81.93,3639,3344,36-50,Graduate,Female,Medium,White,"(42.3193, -101.2865)",2,7,8,6,177,Income,Group A,3,4
2012,2016,GA,Illinois,Survey,Prevention,Alcohol Use,Awareness level,Rate per 100k,Crude,76.06,89.78,†,,32.93,85.23,2401,5762,36-50,Some College,Female,Low,White,"(47.1305, -99.0242)",4,6,2,5,42,Age,Group A,1,3
2023,2019,TX,Washington,Census,Health Status,Alcohol Use,Percentage affected,%,Crude,21.63,60.11,*,Suppressed,44.85,85.92,4694,6660,50+,Some College,Female,High,White,"(44.0859, -99.4019)",4,6,5,2,72,Sex,Group B,3,4
2022,2021,CA,Washington,Health Report,Prevention,Obesity,Awareness level,%,Age-adjusted,15.61,90.34,*,,33.69,99.8,2006,2652,26-35,Some College,Male,Medium,Asian,"(41.0367, -107.0383)",4,1,7,5,152,Age,Group A,1,3
2014,2014,GA,California,Survey,Prevention,Smoking,Incidence rate,Rate per 100k,Age-adjusted,42.96,96.87,*,Suppressed,10.71,75,2130,9027,26-35,Some College,Female,Medium,Other,"(44.8732, -90.9320)",3,2,9,9,100,Race,Group C,4,1
2012,2014,WA,North Carolina,Survey,Risk Factors,Diabetes,Percentage affected,Rate per 100k,Crude,83,7.19,†,Suppressed,48.53,62.72,1504,8380,50+,Graduate,Female,Low,Hispanic,"(26.7032, -77.1285)",9,4,4,4,103,Race,Group B,3,2
2020,2011,CA,Illinois,Census,Risk Factors,Diabetes,Percentage affected,%,Age-adjusted,69.59,65.43,*,Suppressed,3.38,64.8,2058,809,36-50,Graduate,Male,Medium,Other,"(40.1607, -89.2638)",7,3,8,5,117,Age,Group A,2,3
2017,2019,WA,Texas,Survey,Risk Factors,Smoking,Percentage affected,%,Crude,69.77,21.96,*,,38.3,51.81,755,9135,18-25,Some College,Male,High,Hispanic,"(31.0419, -78.1026)",1,4,8,1,137,Sex,Group C,4,4
2017,2023,NC,Georgia,Survey,Health Status,Smoking,Percentage affected,Rate per 100k,Age-adjusted,96.42,17.57,†,Estimate,8.21,66.26,581,8241,36-50,Graduate,Male,Medium,Asian,"(43.4605, -122.2806)",2,9,2,2,62,Age,Group B,1,4
2011,2019,WA,New York,Health Report,Health Status,Diabetes,Awareness level,Rate per 100k,Age-adjusted,31.9,99.9,†,,37.47,64.66,3954,7053,18-25,Graduate,Female,High,Black,"(28.6907, -88.6343)",7,9,7,1,57,Race,Group C,1,2
2019,2023,WA,New York,Health Report,Risk Factors,Obesity,Percentage affected,Rate per 100k,Age-adjusted,3.95,42.96,†,Estimate,40.55,81.64,371,8297,36-50,Some College,Female,Medium,Asian,"(35.9188, -123.2586)",5,1,5,6,129,Income,Group B,4,1
2018,2022,CA,Texas,Health Report,Prevention,Diabetes,Percentage affected,%,Crude,11.75,40.96,,,48.57,87.77,1059,4235,50+,Graduate,Female,Low,Asian,"(25.4704, -82.4336)",4,2,1,9,86,Age,Group C,2,2
2013,2017,NY,Texas,Health Report,Prevention,Diabetes,Awareness level,Rate per 100k,Age-adjusted,32.89,52.54,,Estimate,10.54,60.65,3354,5874,50+,Some College,Male,High,Asian,"(29.6344, -105.1037)",1,9,1,3,42,Age,Group C,4,3
2010,2022,GA,Georgia,Survey,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Crude,59.66,12.55,,Estimate,12.36,77,2447,7552,26-35,High School,Male,Medium,Asian,"(30.1723, -113.9219)",6,3,7,1,115,Race,Group A,3,4
2019,2019,IL,North Carolina,Survey,Prevention,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,7.36,79.46,*,,35.53,66.73,100,4014,26-35,Graduate,Male,High,Black,"(39.6353, -80.6245)",2,4,3,6,69,Race,Group A,3,2
2011,2015,NC,Illinois,Health Report,Risk Factors,Smoking,Awareness level,Rate per 100k,Age-adjusted,48.58,42.36,†,,40.23,97.29,620,4592,50+,Graduate,Male,Medium,Hispanic,"(31.7284, -67.7447)",5,9,7,7,190,Sex,Group B,4,3
2023,2016,GA,Florida,Survey,Risk Factors,Smoking,Awareness level,Rate per 100k,Age-adjusted,31.55,97.05,†,,44.67,86.16,4562,9678,36-50,Some College,Female,Low,Black,"(46.0613, -120.8409)",7,1,8,3,30,Race,Group C,3,2
2017,2022,NC,Illinois,Health Report,Prevention,Obesity,Awareness level,%,Age-adjusted,3.89,95.58,*,,43.31,84.19,4610,1589,26-35,Graduate,Female,High,Hispanic,"(34.1576, -113.9199)",3,3,8,4,124,Income,Group B,3,2
2023,2018,TX,Florida,Census,Health Status,Smoking,Percentage affected,%,Age-adjusted,47.9,55.24,*,Suppressed,23.99,59.65,1014,5585,36-50,Some College,Male,Medium,Other,"(45.3086, -97.8729)",8,2,7,2,103,Sex,Group B,3,1
2011,2015,FL,California,Census,Health Status,Obesity,Incidence rate,%,Age-adjusted,79.75,75.78,*,Estimate,43.27,89.73,3222,8568,26-35,Some College,Male,High,Black,"(33.2002, -69.1196)",2,9,9,7,105,Age,Group B,2,4
